NR IMOVEL;NR INCRA;CEP
94011427;9501145807753;27410000
94011435;9510992297507;64330000
94011460;9510990876968;37589000
94011575;6181010394461;17670000
94011613;8091600510120;88543000
94011621;9999975533603;62640000
94011761;9510992364387;58640000
94011796;9510992362333;58640000
94011800;9510991562568;37584000
94011818;9510991944096;85640000
94011907;0010310348193;76889000
94011915;9510990723207;85140000
28038177;4450880219545;36700001
94011931;9510804961209;29240000
94011940;9510642644077;69928000
94011982;9510992141400;47690000
94011990;9510992334631;47655000
94012008;9510992331101;47655000
94012083;9510992196220;72800010
94012113;9510992142562;69820000
94012148;9510991970682;69001009
94012199;9510991053337;68638000
94012253;9510562521829;69180000
94012318;9510991961853;69001009
94012466;9510991468464;59760000
94012474;9510991123998;12960000
94012490;9501062963842;96360000
94012504;9510992318865;70002900
94012539;9510990218227;69160000
94012598;9510991046047;68638000
94012610;9510991915231;38623899
94012636;9510990769614;68638000
94012717;9510991355856;29900010
94012725;9510990924369;69160000
94012733;9510991571044;56000000
94012768;9501304541840;64868000
94012822;9999702201160;78678000
94012903;9510992137305;46640000
94012938;9510991925709;56360000
94012946;9510992641054;76600000
94012962;9510992035804;69945000
94012970;9510059558928;78888000
94012997;9999896013149;78888000
94013152;9501492660436;78350000
94013187;9510991383477;29752000
94013225;9510809781675;76801000
94013233;9500250017591;39750000
94013241;9510991988891;39750000
94013411;9510992207605;36512000
01370715;2460180000435;57660000
94013438;9510992227550;37165000
94013454;9510990739200;89930000
94013462;9510992228289;37165000
94013470;9501141326670;25840000
94013489;6383580549924;04875005
94013497;9510992090660;85790000
94013527;9510991616919;87260000
94013551;9510992330300;84950000
94013560;9510804854542;37275000
94013578;9510809259260;84970000
94013594;9510808158028;95863000
94013608;9510992166151;38525000
94013640;9510992326450;72960000
94013659;9999894537574;69900001
94013675;9510991223437;38500000
94013691;9510726458180;97640000
94013730;9510992150743;88955000
94013764;9510992123932;28390000
94013977;9510991520300;28637000
94013985;9510808291020;11950000
94013993;9510992261812;45630000
94014019;9510992201089;45520000
94014043;9510991898477;76550000
94014051;9510991201620;89920000
94014060;4400270009738;36546000
94014078;9501904095887;75200000
94014086;9510992285754;85501020
94014108;9510991932403;64120000
94014140;9510991907131;76470000
94014159;9510992123509;75250005
94014205;9510998876177;36250000
94014248;9510992162750;35130000
94014256;9510992163721;47300000
94014264;9510998859833;36250000
94014272;9510803871427;13630970
94014280;9510995659540;44780000
94014299;9510992163993;38525000
94014302;9510998868077;36250000
94014310;9510992185709;38930000
94014329;9510306155793;38680000
94014345;9510801078169;85200000
94014361;9510991922874;13630970
94014426;9500331901526;96160000
94014442;9510991959875;38500000
94014485;9510998853550;36250000
94014493;9999892455694;63515000
94014540;9510644312497;95530000
94014574;9510992247313;76410000
94014590;9510992295202;39700000
94014639;9510992145588;65284000
94014647;8682130118006;98450000
94014655;9501734104118;39750000
94014671;9510992170507;65284000
94014701;9510992086719;65284000
94014736;9510992269716;79790000
94014744;9510807495918;78200001
94014787;0010230294408;76860000
94014817;9510991825321;18150000
94014868;9510809663044;47220000
94014876;9510991578219;39280000
94014892;9510721095682;35568000
94014957;9510992086808;76170000
94014981;9510992154811;64748000
94015074;9999703195113;78550001
94015082;8660590380910;98800800
94015104;9510992366240;79130000
94015112;9510990366846;47990000
94015147;9510990370100;47990000
94015171;9510990378429;47990000
94015201;9501903304695;89295000
94015210;9510991760106;15130001
94015236;9510990357936;47990000
94015279;9999897195526;63515000
58108270;4330800050965;36918000
94015287;9510807869346;88701000
94015317;9510806882071;37965000
94015325;9510991801813;89120000
94015376;8710520338205;99001970
94015392;9510991711822;36880000
94015406;9999701937473;78655000
94015414;9510992349310;76245000
94015449;9510640979420;88230000
94015481;9510991989944;88169899
94015490;7090180526042;84430000
94015520;7090180848830;84430000
94015538;9510808306230;78380000
94015570;9510992363224;76857000
94015627;9999627795980;56220000
94015643;9510991988549;88169899
94015678;9510992369427;35300001
94015716;9510809154166;95340000
94015724;0010821036084;76993000
94015740;9510991366629;76410000
94015767;9510809160727;95340000
94015848;9510992246937;38438899
94015864;9501496242418;89478000
94015872;9510992333406;75084680
94015953;9510990914568;88740000
94016062;9510991438042;97300010
94016070;9510991433830;19970000
94016097;9510805490455;16130000
94016100;9510991598759;19960000
94016119;9510991427431;18919899
94016127;9510721841791;77700000
94016135;9510991624857;62320001
94016143;9510721844111;77700000
94016151;9510991762737;75020000
94016186;9510998681163;46250000
94016291;9510991768859;75020000
16862864;0000197621052;38800000
52546195;0000270307833;71600001
25172182;4330800119671;36900001
34726756;1730100118000;59650000
72750839;3030540075015;47580000
58710094;4240130045613;35603000
22007555;4331100035813;36976000
06535003;4342210032129;37900001
67907202;4420200081505;37610000
38445751;6101270080521;15470000
53725646;0010660491665;76977000
06125867;4181020005580;35894000
73319880;6230830001910;17370001
37329111;7050200053470;83730000
38756820;7090180862077;84430000
45587264;8120480328323;87320000
65254775;8151440031231;89920000
30442311;8580800284010;95840000
41102444;9999116802902;97843000
13172174;9999700226328;48460000
90830768;9510304405822;76100002
92353681;9510647867562;58640000
94016470;9510992311003;44650000
94016488;9510992242516;48485000
94016534;9510990094404;13560001
94016577;9510801710698;83535000
94016585;9510992077302;45265000
94016615;9501491529948;58123000
94016640;9510303906585;63530000
94016682;9999111387206;15768000
94016690;9510729722821;64970000
94016771;9510992069032;75400001
94016798;9510645617038;16480001
94016844;9510991838148;46860000
94016852;9501577732800;55360000
94016925;9510992040131;68450000
94016933;9510992249286;68200000
94017000;9510991887432;48370000
94017026;9510644469981;36955000
94017123;9510991983318;77925000
94017140;9510726631663;65740000
94017204;9510992427729;65704000
94017220;3180430100903;48350970
94017328;9510991251996;49480000
94017360;9510564695727;68580000
94017387;9502038522793;79440000
94017425;9510991254073;49480000
94017433;9510991475320;59490000
94017514;9510991730614;63155000
94017522;9510992394537;45654000
94017581;9510991740849;63155000
94017590;9501900767082;65695000
94017603;9510484606219;96780010
94017646;9501904007341;63680000
94017689;9502038523099;79440000
94017700;9510992275368;76630000
94017743;9510990856690;78099970
94017760;9510992382601;95143000
94017816;9510644407870;97195000
94017832;9510992343460;76550000
94017867;9331121005017;75915000
50742019;9501069701746;63500005
94017921;9501901077276;62910000
94018014;9510990531472;69301970
94018081;9510212408698;64800002
94018111;9360650101463;75600000
94018138;9510992762862;46650000
22723129;9500509219554;77485000
94018170;9510992763672;46650000
94018200;9510992157241;96600000
94018227;9510482908153;77500000
94018251;9510992294583;12525000
94018294;9510992297760;49517000
94018308;9510992168871;84320000
94018367;9510992278383;48400000
94018383;0610421054498;68990000
94018391;9510992236621;78795000
94018405;9501149563336;47960000
94018413;9510992201160;59324000
94018448;9510992354586;75600000
94018499;6211530093266;17600005
94018553;9510992426919;86320000
94018650;9510990825468;76485000
94018669;9510991739751;59320000
94018693;9510992451603;58800005
94018715;9510990822876;76485000
94018723;8030220326700;88701000
94018804;9510992198002;89801000
72686901;9510992226405;18650000
94018928;9999894558067;68690000
94018944;9510991984632;17300000
94018987;9501656002966;62740000
94018995;9510804544519;78320000
94019037;9510992261901;96880000
94019045;9999970643869;68690000
94019061;9510990900346;49950000
94019070;8153730037350;89871000
94019088;9510643700531;77500000
94019096;9510991135490;29300020
94019100;9510992254522;29300020
94019118;9510991125850;29300020
94019134;9510991124021;29300020
94019142;9510990979180;29300020
94019169;9510992165260;29490000
94019177;9510992286998;64568000
94019185;9510992158132;29490000
94019193;9510992133652;29490000
94019215;9510992126524;29490000
94019223;9510992120593;29490000
94019231;9510992310880;64568000
94019258;9261320029334;76400000
94019274;1150100105107;65716000
94019282;9510992439220;44001001
94019312;0000515447440;75900001
94019363;9510992241625;78795000
94019410;2072090048200;58765000
94019428;9510809178421;83250000
94019436;9510991506579;89871000
94019479;9510991611100;62790000
94019517;9510990581305;39628000
08737576;7060510076093;84345000
94019541;9510990576301;79960000
94019550;9501497798495;12490000
94019568;9510991810057;65360000
94019584;9510991963716;69001009
94019606;9510992180308;44001001
94019622;9510991383396;79960000
94019649;9510992249103;45360000
94019657;9999974115310;78563000
94019673;9999626024181;78563000
94019681;3130760223303;44001001
94019690;9510991967894;69001009
94019711;9510991383981;79960000
94019762;9510990844845;76923000
94019770;9510991384953;79960000
94019789;9510992428881;79960000
94019797;9510992109190;89400000
94019819;9510992442442;79960000
94019827;9510992345676;76600000
94019843;9510992128225;16370000
94019886;9500921993701;85460000
94019894;9510808704634;29800000
94019908;9999036092343;96600000
94019924;9510801866272;65430000
94019940;0011201018007;76929000
94019959;9510991265784;15748000
94019967;9510806140253;72975000
94020027;9510992451867;79960000
94020051;9510992454378;79960000
94020060;9510302488275;68380000
94020094;9510992455188;79960000
94020124;9510992455501;79960000
94020140;9510990243922;29350000
94020167;9510992456826;79960000
94020213;9999896037838;69900001
94020221;9510992379732;55680000
94020272;9510992398281;56360000
94020310;9510992433532;64748000
94020329;9510992088096;59215000
94020337;9510992087103;59215000
94020370;9501735874006;79470000
94020388;9501305011233;65450000
94020540;9999974917564;13490000
94020620;9510991711075;35610000
94020639;9510992196816;37280000
94020680;9510992271109;97719899
94020701;9510992280795;75370000
94020752;9510807760760;13970970
94020779;9510807321766;59162000
94020809;9510808740193;13970970
94020825;2321300002054;55510000
94020892;9510992068494;85635000
94020906;9510992399504;14400005
94020949;9510992165341;76710000
94021007;9999700583945;89817000
94021023;9510992611902;39460000
94021066;9510992243326;37280000
94021082;9510991597191;44900000
94021104;9510991743198;87380000
94021112;9302290024705;76630000
94021147;9510992241544;37280000
94021163;9510991038702;36420000
94021228;9510992265990;37280000
94021244;9510808871298;39790000
94021279;9510992259320;37280000
94021295;9510992217678;14955000
94021309;9510992244306;37280000
94021376;9510990151130;36580000
94021406;9510136683544;77880000
94021414;9320860122208;76230000
94021457;9510991376934;66000002
94021465;9510991380885;56600000
94021520;9501653074400;68150000
94021589;9510992364700;89600000
94021619;9510992367564;78170000
94021635;9510992401410;48490000
94021716;9510991765590;39800001
94021724;9510991462180;76590000
94021740;0419205120018;68220000
94021759;9510992345919;73730000
94021767;9510992218305;39680000
94021775;9510992434180;76330000
94021791;9510992249600;38230000
94021813;9501060820823;88820000
94021821;9510992248719;38200001
94021830;9510990812307;29920000
94021848;9999899248228;88450000
94021864;9510992054000;13450970
94021910;9510991435965;76590000
94021929;9510992211475;86240000
94021937;9510809685447;89469899
80195563;8530200368973;95500000
08950598;8160270153263;89469899
94021961;9510991455729;76590000
94021996;9020631109652;78175000
94022097;9510992223805;87300005
94022100;9501068813842;76993000
94022127;9510991972111;14540000
94022135;9510992263866;87300005
94022160;9510992251930;96610000
94022178;9510992267349;87300005
94022208;9510992272008;87300005
94022216;9510991459120;76590000
94022224;9510483345454;48930000
94022232;9510807086236;48930000
94022267;9510992248204;76145000
94022283;9510992033607;99300000
94022291;9014660181710;48930000
94022313;9510991672827;47300000
94022330;9510991858688;99900000
94022402;9510806511847;15470000
94022437;9510992421100;38460000
94022445;9510991813315;29400000
94022500;9510992117452;75730000
94022526;9510991305832;35570290
94022534;9510992166585;75701010
94022550;9502039558414;62570000
94022569;9500503445323;78625000
94022577;9510992156865;75740000
94022585;9999623404137;62570000
94022607;9510992410672;39750000
94022615;9510481624429;87955000
94022666;9510992263432;87950000
94022674;9510808792231;89138000
94022690;9501305876307;85148000
94022704;9510992394707;85400000
94022720;9501305876218;85148000
94022739;9510991517341;76420000
94022763;9510990106500;46250000
94022780;9510992071010;75480000
94022798;9300240275968;76165000
94022810;9510991685481;76165000
04006224;7222780026314;85565000
94022828;9999115719033;44780000
94022836;9501578173333;73820000
94022844;9510992783193;36880000
94022860;9510992370514;76100000
94022895;9501575434624;35447000
94022917;9999623254810;62570000
94022925;9510643400066;70002900
94022933;9999628546894;18709899
94022941;9510992181460;65315000
94022950;9510809177026;39600000
94022968;9510992185610;65320000
94022984;9510991811886;36590000
94022992;9500418458173;65758000
94023026;0110531065344;69927000
94023050;9510991337874;99655000
94023123;9050460398967;78700002
94023140;9510991419170;45000010
94023166;9502031620358;48760000
94023174;9501142783438;15270000
94023182;9510991776100;45170000
94023220;9999033052359;35544000
94023239;9510992045109;86420000
94023255;9510809703364;18680005
94023271;9510992053462;86420000
94023395;9510809596002;32900000
94023417;9510807425464;56280000
94023476;9510991033735;18255000
94023506;9501574685925;78450000
94023573;9502039561121;62595000
94023581;9510301566396;62590000
94023611;9510809337406;75980000
94023654;9510990921696;83540000
40452085;4320670065994;35441000
40756270;0000271451229;76700000
46632158;0010901156226;76932000
54207240;4120580095046;37655000
03248011;6382343210606;08700990
17448212;8660400426928;98870000
04180186;9131110103085;79740000
29937736;9330901084052;75955000
37356313;8070360063868;88460000
08930988;7212550242608;85890000
05284627;8692100103670;99870000
85677647;9502036970799;88460000
80120377;9501574025089;65800000
25811460;9510645738684;37589000
83786163;9510992523442;38475000
94023697;9510644221262;70002900
94023719;9510992226073;59650000
94023735;2090400061498;58487000
94023751;9510992430002;59650000
94023808;0000277260794;29300020
79270018;9501579684048;14240000
94023859;9510992254107;59650000
94023867;9510991283332;13990000
94023883;9510992225778;44600000
94023905;9510991094360;78560000
94024049;9510808741599;68625005
94024073;9510992104393;76190000
94024138;9510992125714;16370000
94024235;7180250184577;87595000
94024383;9510992340364;38625000
88559840;9999204427046;38500000
94024413;9510992337142;38625000
94024448;9510990120413;45800000
94024456;9510992247909;95778000
94024472;9510992131102;16370000
94024545;0000354522543;77903000
94024553;9510991862286;75340000
94024561;9510991997610;29750000
94024588;9510809646620;62580000
94024600;9510805056259;59513000
94024618;9510992342650;38610001
94024626;9510721400744;75860000
94024650;9510804749676;46430000
94024677;9510992432560;84560000
94024693;9510992430789;84560000
94024723;9510992428709;84560000
94024740;9510991684400;37410001
94024758;9510991055208;65943000
94024766;9510992143968;45840000
94024790;9510992294907;95125000
94024804;9510806636542;65943000
94024871;9510991009192;29830000
94024898;9510991818627;37730000
94024901;9510992411997;65610000
94024910;9510992153092;65805000
94024928;9510991956426;37730000
94024936;9502031441500;44745000
94024960;9510992205661;78575000
94024979;9510991401203;76680000
94024987;9510990980277;65943000
94024995;9510991890573;37508000
94025037;9510809034853;37730000
94025088;9510990577111;37720000
94025126;9510304181967;77950000
94025177;9510307535565;37508000
94025193;9510992276925;29560000
94025207;2631760009730;49945000
94025215;9510305390233;77950000
94025223;9510808735602;29540000
94025240;9510991025040;37780000
94025282;9999702521661;28250000
94025290;9999895655040;37782000
94025320;9510809185207;29900970
94025380;9510808574919;95820000
94025444;9501144928506;69250000
94025460;0011121635625;76890000
94025487;9510991520210;65500000
94025495;0012281085709;76934000
94025509;9510990892149;59258000
94025517;9510992460696;76916000
94025550;9510990986470;39480000
94025584;9510992275872;49690000
94025622;9999385106378;57230000
94025657;9510991841017;63190000
94025681;9510992128810;75620000
94025703;9510992455692;65525000
94025720;9510304229323;77950000
94025746;9510992051761;39620000
94025770;9999469706974;69800000
94025843;9510992353261;47800001
94025860;9510992338386;47800001
94025886;9510991360345;37680000
94025908;9510992343975;47800001
94025916;9510991342525;37680000
94025924;9510991206427;37680000
94025983;9510990943584;78550001
94026017;9510807179919;28175000
94026076;0011200120096;76924000
94026114;9510992481340;78530000
94026130;9510990146722;28180000
94026165;9510807955773;44798000
94026190;9510997916523;76930000
94026211;9510992447835;86840000
94026246;9510992561530;58640000
94026254;9510992560488;58640000
94026262;9510992562421;58640000
94026270;9510992562936;58640000
94026289;9510992374935;58640000
94026327;9510992524414;69200000
94026335;9510992522985;69200000
94026351;9510569576238;78800000
68938454;9501225823954;16200001
94026394;9510992391198;76937000
94026440;9510216423713;58398000
94026459;9510992020700;68638000
94026467;9510728408589;86390000
94026483;9999035186891;86430000
94026505;9510991359177;68580000
94026513;9510992374692;14700005
94026521;4424290028522;37478000
94026530;9510642930320;35177000
94026548;9510642919947;35177000
94026556;9510809046940;79680000
94026580;9510991471333;36260000
94026599;9510807112253;76490000
94026602;7221380063605;85740000
94026610;9510992309602;86700005
94026637;9510992303329;86700005
94026653;9510991771647;39775000
04753330;7090180427575;84430000
94026661;9510991996215;37273000
94026769;9510806026639;39885000
94026777;9510992552620;35519000
94026785;9500769181305;75950000
94026807;9510991786407;89896000
94026815;9510805459108;12600005
94026831;9510992363739;36400001
14303760;9999543348554;39527000
94026858;9510804476416;58280000
94026874;9510804301705;58280000
94026890;9510992183242;85601000
94026904;9510806878201;76490000
94026920;9510992361280;36400001
94026963;9510992043319;35670000
94027013;9510991636197;89515000
94027021;9510991752189;76470000
94027030;9510992580594;84280000
94027048;9510992342731;64758000
94027064;9510992377527;64758000
94027072;9510992375583;64758000
94027080;4110860081258;38720000
94027099;9510992359200;64758000
94027102;9510992320339;64758000
94027110;9510990378933;46990000
94027129;9510992348187;64758000
94027145;9510992335956;64758000
94027153;9510992332930;64758000
94027170;9510992325055;64758000
94027196;9510992381125;64758000
94027218;9510992169177;64758000
94027234;9510992165422;64758000
94027242;9510992157594;64758000
94027250;9510992394880;64758000
94027269;9510992409232;64758000
94027323;9510992412616;64758000
94027331;9510992315920;64758000
94027340;9510992415631;64758000
94027358;9510992307405;64758000
94027374;9510992295806;64758000
94027382;9510992420473;64758000
94027390;9510992288850;64758000
94027404;9510992423499;64758000
94027420;9510992429004;64758000
94027439;9510998872341;36250000
94027447;0000511857287;68555006
94027463;9510992468328;64758000
94027471;9510998865566;36250000
94027480;9510992485338;65810000
94027501;9510990999458;68380000
94027510;9510992210908;96330000
94027536;9510991217119;39960000
94027544;9510992512831;65800000
94027560;9510992542072;37930000
94027579;8540180273674;99490000
94027587;7110120085404;86420000
94027595;9510992555301;65800000
94027617;9510991798170;16980000
94027625;9510992552388;65800000
94027641;9510991849263;87235000
94027650;9500501664729;96735000
94027684;9510990649120;37930000
94027714;0000354785803;78700002
94027749;9510992062615;13530000
94027757;9510991914855;28680000
94027790;9510992395002;47240000
94027803;9510992205157;47240000
94027811;9510991820958;37150000
94027820;9510991759434;37920000
94027838;9501494939969;65418000
94027862;9510990832758;64535000
94027900;9510992056054;14900000
94027927;9510808587301;75850000
94027960;9510991360850;76680000
94027986;9510991723910;65290000
94028010;9510992104989;65540000
59142812;0000430311603;36920000
94028079;9510992263351;69301970
94028095;9510991917951;25610000
94028117;9501814249273;78005000
94028168;9510560436727;37930000
94028206;3030110300740;47115000
94028249;9501302167550;35740000
94028273;2292960515275;48850000
94028290;9510802141409;48850000
94028320;9510991751530;84970000
94028346;9510992107066;25850000
94028354;9510809857400;37910000
94028427;9510992558319;85010000
94028494;9510991635387;16205800
94028540;9510991935348;89690000
94028567;9510991344498;39219000
94028575;4311500101709;35420000
94028605;9510303307010;35420000
94028613;9510218670122;89074540
05572711;9510992163640;76948000
94028630;9510992430193;89868000
94028648;9500178536406;37110000
94028931;9510991255983;18682970
94028656;9510992193124;76970000
94028672;9502035151751;76948000
94028680;9510809052835;14960000
77697928;9501304097908;47970000
94028699;9510991739247;56160000
94028796;9510990823767;86610000
94028800;9510809671225;56280000
94028826;9510991932322;89690000
94028842;9510805776693;77695000
94028850;9510991918176;15105000
94028907;9510990738573;56260000
94028915;9510990741280;56260000
94028923;9510992320177;78293000
50921533;0000432157830;76930000
31384501;1140570069632;65990000
31433901;1730100143030;59650000
35070960;2230850517641;56355000
06988881;4140180235664;38440001
35690232;4220530045379;38001970
57146616;4350660115507;37280000
87280566;4462620092531;37465000
49870424;6260740006634;19645000
03140504;6100890014573;15145000
46289100;6300550052232;13400005
23743158;8551200079359;95975000
66112737;9500252195683;13400005
48393584;9500253642900;14790000
79141994;9501497866598;37580000
79500129;9501499373475;86840000
84187840;9501737861289;99910000
09081607;8100610263872;88955000
56542089;0000352588229;35388000
56542127;4321480016438;35388000
94029237;9510990111260;65365000
94029300;9510991164406;65299000
94029326;9510992280876;48790000
94029342;9510992567067;29717000
94029350;9510992555999;48500000
94029369;9510806754588;77723000
94029407;9510992289407;65714000
01143778;2220540065052;56950000
94029423;9510990681792;47820000
94029474;0000353419242;18440000
94029520;9510992167204;15940000
94029741;9510992625440;65600010
94029814;9510991249070;12915501
94029920;9510992155540;14400005
94029938;9510991494384;56980000
94029946;9510991521454;48430000
94029954;1060890074398;65320000
94029962;9510992261650;97200000
94029970;9510992514966;68639000
94030006;9510809427316;37680000
94030022;2270800089829;55700000
94030073;9510992352532;89868000
94030138;9510990230510;46850000
94030146;3051110546585;46850000
94030227;9510486793997;87047100
94030324;9510992093170;37576000
94030340;9501061236173;38438899
94030472;9510727212206;70002900
94030499;9501574102920;56200000
94030510;9510990971952;78195000
94030537;9510991930389;65715000
94030545;9510991925202;83005970
94030553;9510991218190;29980000
94030588;9510805374110;78640000
94030600;9510218772715;98850000
94030626;9510215269591;78840000
94030642;9510990501050;45800000
94030669;9500331007060;98850000
94030693;9510990792004;13900005
94030715;9510134399750;64930000
94030774;9510992450119;99360000
94030782;9510805370808;78640000
94030790;9999464324666;13010000
94030820;9510135440940;64930000
94030871;9510991460480;65292000
94030880;9510991122088;48565000
94030901;9510992289580;58990000
94030910;9510992385384;58985000
94030944;2072090009140;58765000
94031002;9510992325306;69850000
94031045;9510805367173;78640000
94031061;9510130339361;76880000
94031100;9510990321150;47820000
94031169;9500762085742;12250000
94031240;9501903392292;76935000
94031320;9500688067494;37910000
94031339;9510990964662;69820000
94031355;9510805360675;78640000
94031363;1771640163909;59584000
94031371;9510990967335;69820000
94031444;9510990969974;69820000
94031479;9510990971014;69820000
94031487;9510805363771;78640000
94031495;9510992635917;77790000
94031533;9510991444441;29490000
94031541;0000511893755;68520000
94031622;9501225030296;37920000
94031649;9510992396904;29500000
94031673;9510805339129;78640000
94031690;9510992590557;69390000
94031720;9510992324083;48475000
94031770;9510992326612;48475000
94031827;9999978566650;68690000
94031967;9220720121142;77725000
94031975;1090290140440;65500000
94032009;9510991911910;46400000
94032025;1290200238500;64868000
94032050;9999899498178;64985000
94032157;9510990442291;96700000
37193872;9510991163515;69350000
94032181;9510991704028;68518000
94032190;9510991992651;76934000
94032203;9510991992309;76934000
94032262;9510990760153;96700000
94032297;2051760019888;58301645
94032300;9510990502375;96700000
94032327;9510808064988;96700000
94032351;9999202945350;35530000
94032360;9510991705504;68518000
94032386;9999971766808;79124899
94032394;9510992364891;37945000
94032408;9510992171155;85601000
94032416;9510808546893;89828000
94032424;8030220254025;89981000
94032432;7090340234426;84570000
94032440;9510992175223;85601000
94032475;9510992172046;85601000
94032483;9510990961809;49540000
94032556;9510992088177;76140000
94032599;9999113424320;88270000
94032610;9510990433462;39610000
94032645;9510992682400;84110000
94032700;9510991685562;68200000
94032769;9510992680971;84110000
94032823;8700300108556;98765000
94032840;9510809064841;39790000
94032866;9510992395509;38280000
94032874;9510990797235;47350000
94032890;9510990799289;47350000
94032904;9510990802760;47350000
94032912;9510990805866;47350000
94032920;9510992367300;87701000
94032939;9510991783572;96170000
94032947;9510992320762;38280000
94032955;9510992306000;33980000
05010381;9999207243353;85415000
94033110;9510992397200;48930000
94033145;9510806593207;77360000
94033170;9510992295040;48930000
94033188;9510992054353;84450000
94033277;9510992340879;36440000
94033293;9510137295580;76270000
94033315;9510992638185;47740000
94033331;9502036521641;36880000
43701582;1480670133406;62250000
94033358;9510805275643;95575000
94033366;9510722180659;39830000
94033404;9510991151690;44900000
94033412;9510724083952;38500000
94033420;9510990885010;87001970
94033439;9510805241749;95575000
48329584;9510729469310;76630000
94033498;9510992037696;68533000
94033501;9510991417479;35492000
94033528;9510992001667;44790000
94033536;9510992323516;38280000
94033579;9510992544288;45520000
94033595;9510992014050;85885000
94033617;9510992415470;96170000
80022650;1110230021868;65940000
94033668;9999976250273;78888000
94033706;9510992393999;78645000
94033749;8151100146301;89950000
94033781;9501227772770;37910000
94033790;9510992088924;96780010
94033838;9510481190755;77378000
94033889;9510991108417;76680000
94033943;9510991132040;38748899
94033951;9999708391832;63515000
94033960;9510990626260;38270000
94033978;9510991195808;78674000
94033986;9999706843507;63515000
94034001;9510992285673;73740000
94034028;9510991354965;76680000
94034060;9510991612840;37208420
94034079;9510992390620;78335000
94034087;9500847550525;73700000
94034176;9510991865030;39873000
94034184;9510991893599;76493000
94034192;9510991895532;76493000
94034206;9999383014778;85601000
94034214;9510992589702;56301992
94034222;9502035608395;68560000
94034265;9510992596750;64753000
94034281;9510991837923;37993000
94034290;9510809848095;33600000
94034311;9510991924060;56360000
94034460;9510992451514;17830000
94034516;9510137174104;47100000
94034524;9510808698642;39870000
94034532;9510992171740;47100000
94034540;7010330051850;83650000
11615567;4311410005409;35497000
94034567;9510991404490;15105000
94034613;9510991716700;35497000
94034630;9510992553864;85601000
94034664;9510992550687;85601000
94034699;4291200145169;35230000
94034702;9510992556294;85601000
94034710;9501499367661;35230000
94034729;4291200118781;35230000
94034745;9510992552892;85601000
94034770;9501576939100;77610000
94034788;9510991103458;83700970
94034796;9500687496057;76525000
94034834;9510992164531;17160000
94034869;9510990003700;45680000
94034877;9510992053977;75360000
94034885;3151250510208;45118000
94034907;9510721954804;78860000
94034931;9510991394320;29927000
85388459;9501068956449;78420000
51286130;0000434292018;35557000
50932365;0000357838380;79380000
15173755;4280860034171;35330000
22170537;4351390088002;35488000
46412131;4350660210089;37280000
06099599;4342210168020;37900001
21977062;4430340198793;39827000
57257035;0000193986080;75815000
31843190;6012680025690;15768000
02447916;6170910038596;16450000
03572730;6210300090326;18285000
39741907;7181220135527;87480000
28103262;8040450082148;89199000
07223137;6151100009145;79500000
54239834;9050200022912;78790000
51006308;9500331114060;65690000
55390757;9020711034971;78250000
19306962;9305120049109;76100000
79193986;9500254380224;65680000
92304664;9510646309507;69260000
93438281;9510805297370;65708000
10567178;8550140208425;95800000
94034990;9510992178591;29760000
94035008;9510992394456;44600000
94035016;9510992019019;70002900
94035113;9510807167589;38880000
94035121;9510727388916;15470000
94035130;9510992165937;49550000
94035164;9510992659000;59347000
94035180;9510991387383;38525000
94035318;9501900274566;62960000
94035350;9510991372190;73760000
94035369;9510992550415;64985000
94035377;9510992678560;65420000
94035393;9510991879502;36976000
94035415;9510991377825;73760000
94035431;9510991495607;35330000
94035458;9510991361740;73760000
94035466;8100100371255;68620000
94035474;9510809117473;38660000
94035490;9510992708493;58960000
94035504;9510992571170;96685000
94035539;9510990202495;58590000
94035547;0000350113398;97010000
94035555;9510992641305;58733000
94035571;9510992629780;65320000
94035580;9510990830895;88730000
94035598;5020650025341;29850000
94035610;9510990674826;88730000
94035636;9510991979477;38660000
94035679;9510992170779;75600000
94035709;9510992725401;58884000
94035776;9510991898981;83800000
94035806;9510992404516;65735000
94035814;9510727374109;65735000
94035830;9510991623885;36830000
94035849;9510138051308;36930000
94035890;9501068185183;63210000
94035903;9510991409026;88765000
94035920;9510991759604;17360000
94035946;9510992376202;85740000
94035989;9510992660008;76335000
94036020;9500334366664;65735000
94036055;1060380207610;65300001
94036101;9999974862050;68690000
94036110;9510992372134;89199000
94036160;9510804254863;89199000
94036179;9510642478800;76932000
94036209;9500681461707;38625000
94036225;9510992697866;76420000
94036268;9510991257846;89291410
94036292;9510991256602;89291390
94036322;9510991253263;89291390
94036373;9510991259032;89291390
94036403;9510991668048;56220000
94036420;2680200108475;49490000
94036454;9510991816179;85150000
94036470;9510992486148;59215000
94036500;9510992605090;75680001
94036519;9999976974786;13835970
94036527;9510991822578;65962000
94036551;9510991724649;65962000
94036560;9510992428458;75950000
94036578;1110150203035;65950000
94036594;9510992590980;64753000
94036608;9501571375887;65948000
94036624;9510991460994;36345000
94036632;9510992073650;15105000
94036659;9510991405381;36345000
94036667;9510991385844;36345000
94036675;9510992088410;83415143
94036705;9510992372720;17420000
94036730;9510992544520;38770000
94036748;9510991469436;76420000
09237070;8100450011391;88915000
94036772;9510992528088;73750005
94036799;9510809887740;76680000
94036802;9510992273829;56215000
94036810;9510486057786;63475000
94036829;9510992530813;73750005
94036837;9510990633046;65948000
